epoch,loss,val_loss
0,0.10703347623348236,0.07492934167385101
1,0.07096219807863235,0.06480339914560318
2,0.05979100614786148,0.054303478449583054
3,0.04813072457909584,0.04167940840125084
4,0.03925441950559616,0.036037515848875046
5,0.03504409268498421,0.033076394349336624
6,0.033069971948862076,0.031423065811395645
7,0.030887456610798836,0.029643673449754715
8,0.029698489233851433,0.028462672606110573
9,0.027911419048905373,0.02703024074435234
0,3.8361380100250244,3.0868239402770996
0,3.108616590499878,1.5963157415390015
0,1.6117749214172363,2.2185275554656982
0,2.0915703773498535,1.025259256362915
0,1.055391550064087,1.3603428602218628
0,1.4770880937576294,0.9877158403396606
0,1.0265512466430664,0.8408200144767761
0,0.8519728779792786,1.136474609375
0,1.0847349166870117,0.7084404230117798
0,0.701812744140625,0.7566174864768982
0,0.7893173694610596,0.8000532388687134
0,0.8259416818618774,0.6402415037155151
0,0.6476456522941589,0.6802075505256653
0,0.6408485174179077,0.6526616811752319
0,0.632648229598999,0.5361363291740417
0,0.5434479713439941,0.5395813584327698
0,0.5695807933807373,0.49240225553512573
0,0.5066683292388916,0.4728423058986664
0,0.4620010256767273,0.5086864233016968
0,0.5006463527679443,0.4366043210029602
0,0.4514407217502594,0.4034946858882904
0,0.4185192584991455,0.3765818774700165
0,0.3910364508628845,0.3859103322029114
0,0.38400840759277344,0.3554627299308777
0,0.35267239809036255,0.3265445828437805
0,0.3176407814025879,0.3082137703895569
0,0.33957087993621826,0.3054450452327728
0,0.3164423108100891,0.2847321331501007
0,0.2960575222969055,0.27091068029403687
0,0.26771628856658936,0.257700115442276
0,0.26074954867362976,0.23879508674144745
0,0.23795604705810547,0.23283961415290833
0,0.24063214659690857,0.225027397274971
0,0.2193135768175125,0.21816809475421906
0,0.22699157893657684,0.20542335510253906
0,0.22299903631210327,0.19659225642681122
0,0.20283861458301544,0.1968444287776947
0,0.19234079122543335,0.18488101661205292
0,0.18573090434074402,0.1788376271724701
0,0.1822119802236557,0.17073467373847961
0,0.17073124647140503,0.17270036041736603
0,0.16949453949928284,0.16351141035556793
0,0.16406859457492828,0.15703721344470978
0,0.1543712615966797,0.16487526893615723
0,0.16170170903205872,0.15084654092788696
0,0.14764133095741272,0.14803798496723175
0,0.14927047491073608,0.14909684658050537
0,0.15037766098976135,0.1394989788532257
0,0.14094200730323792,0.1380389928817749
